 min,protein code,molecular feature z score neg,,max,protein code,molecular feature z score pos,File number
min,YJL102W_idr_10,-4.686166684,,max,YJL102W_idr_10,1.949910033,
min,YJL103C_idr_2,-2.337443146,,max,YJL103C_idr_2,5.091309033,
min,YJL103C_idr_7,-3.518412137,,max,YJL103C_idr_7,5.145512741,
min,YJL105W_idr_1,-3.973760834,,max,YJL105W_idr_1,4.777602996,
min,YJL105W_idr_4,-2.629168113,,max,YJL105W_idr_4,4.368832123,
min,YJL106W_idr_3,-2.089645028,,max,YJL106W_idr_3,7.065738104,
min,YJL109C_idr_27,-4.94898885,,max,YJL109C_idr_27,3.448898405,
min,YJL109C_idr_30,-52.36555992,,max,YJL109C_idr_30,1.254016795,
min,YJL109C_idr_5,-11.83525479,,max,YJL109C_idr_5,1.299616227,
min,YJL110C_idr_1,-3.90277288,,max,YJL110C_idr_1,9.967540769,
min,YJL110C_idr_2,-11.20889864,,max,YJL110C_idr_2,6.079672091,
min,YJL112W_idr_1,-3.919830413,,max,YJL112W_idr_1,1.735989912,
min,YJL115W_idr_2,-6.960674242,,max,YJL115W_idr_2,6.563124188,
min,YJL116C_idr_1,-2.457752605,,max,YJL116C_idr_1,7.055454912,
min,YJL122W_idr_1,-9.787725623,,max,YJL122W_idr_1,1.785056295,
min,YJL123C_idr_3,-6.644156816,,max,YJL123C_idr_3,4.770957575,
min,YJL124C_idr_1,-2.642353624,,max,YJL124C_idr_1,3.275334147,
min,YJL125C_idr_2,-9.73975796,,max,YJL125C_idr_2,3.512563109,
min,YJL127C_idr_1,-11.06464911,,max,YJL127C_idr_1,2.960422028,
min,YJL127C_idr_2,-4.779944386,,max,YJL127C_idr_2,3.423378661,
min,YJL127C_idr_8,-3.812810667,,max,YJL127C_idr_8,4.298298218,
min,YJL128C_idr_1,-3.710226594,,max,YJL128C_idr_1,3.42921423,
min,YJL128C_idr_2,-3.241640476,,max,YJL128C_idr_2,11.15821232,
min,YJL129C_idr_2,-3.210985936,,max,YJL129C_idr_2,6.13707138,
min,YJL129C_idr_3,-2.751645303,,max,YJL129C_idr_3,3.637276739,
min,YJL129C_idr_4,-6.403813049,,max,YJL129C_idr_4,3.075242726,
min,YJL130C_idr_4,-4.132984331,,max,YJL130C_idr_4,3.193712143,
min,YJL131C_idr_2,-9.839217049,,max,YJL131C_idr_2,4.25228468,
min,YJL131C_idr_4,-4.854934398,,max,YJL131C_idr_4,1.85437723,
min,YJL134W_idr_1,-2.756444824,,max,YJL134W_idr_1,2.50196576,
min,YJL139C_idr_1,-3.754910119,,max,YJL139C_idr_1,9.178148389,
min,YJL140W_idr_2,-7.601742975,,max,YJL140W_idr_2,5.044697935,
min,YJL141C_idr_1,-5.651688802,,max,YJL141C_idr_1,6.352188328,
min,YJL141C_idr_3,-3.417584067,,max,YJL141C_idr_3,4.172064946,
min,YJL146W_idr_2,-2.404464016,,max,YJL146W_idr_2,4.789821762,
min,YJL148W_idr_2,-6.148796073,,max,YJL148W_idr_2,3.914343752,
min,YJL151C_idr_2,-7.772684208,,max,YJL151C_idr_2,2.102484193,
min,YJL156C_idr_1,-4.792381629,,max,YJL156C_idr_1,7.929098823,
min,YJL156C_idr_2,-2.835811458,,max,YJL156C_idr_2,4.880808742,
min,YJL157C_idr_1,-4.467168821,,max,YJL157C_idr_1,2.862845458,
min,YJL157C_idr_5,-3.908529739,,max,YJL157C_idr_5,3.263512207,
min,YJL157C_idr_6,-3.074871757,,max,YJL157C_idr_6,2.966160084,
min,YJL159W_idr_1,-4.413794926,,max,YJL159W_idr_1,4.976125291,
min,YJL162C_idr_10,-4.633259021,,max,YJL162C_idr_10,3.760781767,
min,YJL162C_idr_2,-4.009124373,,max,YJL162C_idr_2,3.245621361,
min,YJL162C_idr_4,-2.052194322,,max,YJL162C_idr_4,3.189572506,
min,YJL163C_idr_1,-3.322889876,,max,YJL163C_idr_1,3.987752028,
min,YJL164C_idr_1,-7.106167908,,max,YJL164C_idr_1,4.905502885,
min,YJL165C_idr_1,-8.732482863,,max,YJL165C_idr_1,2.951757581,
min,YJL165C_idr_2,-3.161763486,,max,YJL165C_idr_2,2.29716243,
min,YJL168C_idr_2,-3.877872329,,max,YJL168C_idr_2,2.172718498,
min,YJL168C_idr_5,-6.530758497,,max,YJL168C_idr_5,4.142232925,
min,YJL172W_idr_1,-4.972883724,,max,YJL172W_idr_1,3.202194525,
min,YJL176C_idr_1,-5.492848958,,max,YJL176C_idr_1,7.734987529,
min,YJL176C_idr_10,-7.543027677,,max,YJL176C_idr_10,8.654795425,
min,YJL176C_idr_2,-8.414329718,,max,YJL176C_idr_2,5.685622897,
min,YJL176C_idr_5,-2.763837356,,max,YJL176C_idr_5,2.179012786,
min,YJL180C_idr_1,-5.311539851,,max,YJL180C_idr_1,2.950510907,
min,YJL186W_idr_1,-6.247320293,,max,YJL186W_idr_1,3.121034841,
min,YJL187C_idr_1,-1.883940553,,max,YJL187C_idr_1,11.33898572,
min,YJL187C_idr_2,-3.400497124,,max,YJL187C_idr_2,4.615587432,
min,YJL194W_idr_1,-4.581642851,,max,YJL194W_idr_1,2.482942637,
min,YJL197W_idr_1,-9.860582266,,max,YJL197W_idr_1,3.347037167,
min,YJL197W_idr_3,-5.938816357,,max,YJL197W_idr_3,1.962224879,
min,YJL197W_idr_7,-6.209863634,,max,YJL197W_idr_7,2.362353229,
min,YJL197W_idr_9,-3.63659166,,max,YJL197W_idr_9,10.18029117,
min,YJL198W_idr_1,-6.526008107,,max,YJL198W_idr_1,3.363695668,
min,YJL198W_idr_2,-3.037704475,,max,YJL198W_idr_2,4.904306251,
min,YJL198W_idr_5,-4.914786638,,max,YJL198W_idr_5,3.844660121,
min,YJL201W_idr_3,-3.709574708,,max,YJL201W_idr_3,3.100111813,
min,YJL203W_idr_3,-10.27844459,,max,YJL203W_idr_3,1.719900493,
min,YJL204C_idr_6,-4.774794031,,max,YJL204C_idr_6,1.946002538,
min,YJL206C_idr_1,-2.542961182,,max,YJL206C_idr_1,8.57835851,
min,YJL206C_idr_2,-5.178327247,,max,YJL206C_idr_2,5.737121015,
min,YJL206C_idr_8,-3.670012284,,max,YJL206C_idr_8,10.33616847,
min,YJL207C_idr_10,-1.831107348,,max,YJL207C_idr_10,5.12840096,
min,YJL207C_idr_25,-2.561316908,,max,YJL207C_idr_25,2.720777866,
min,YJL207C_idr_7,-3.906519032,,max,YJL207C_idr_7,1.557952674,2604-2703
min,YJL207C_idr_9,-5.168582581,,max,YJL207C_idr_9,1.714628077,
min,YJL208C_idr_1,-8.844543348,,max,YJL208C_idr_1,3.484413287,
min,YJL209W_idr_1,-4.32362783,,max,YJL209W_idr_1,3.088108989,
min,YJR001W_idr_1,-4.785736144,,max,YJR001W_idr_1,4.229972255,
min,YJR001W_idr_2,-8.527819809,,max,YJR001W_idr_2,3.743649503,
min,YJR002W_idr_3,-4.190630919,,max,YJR002W_idr_3,7.193671715,
min,YJR002W_idr_7,-6.605244579,,max,YJR002W_idr_7,2.530195289,
min,YJR004C_idr_2,-2.908669996,,max,YJR004C_idr_2,10.21224166,
min,YJR005C-A_idr_1,-4.918107008,,max,YJR005C-A_idr_1,1.524632053,
min,YJR005W_idr_5,-4.304154711,,max,YJR005W_idr_5,2.084425394,
min,YJR014W_idr_2,-6.139427847,,max,YJR014W_idr_2,1.499504774,
min,YJR015W_idr_1,-1.247154249,,max,YJR015W_idr_1,4.154499175,
min,YJR021C_idr_3,-2.849916507,,max,YJR021C_idr_3,3.716268254,
min,YJR030C_idr_2,-3.178153147,,max,YJR030C_idr_2,3.400424652,
min,YJR030C_idr_5,-3.445556907,,max,YJR030C_idr_5,1.760377809,
min,YJR031C_idr_12,-5.244437081,,max,YJR031C_idr_12,2.408200626,
min,YJR031C_idr_13,-3.779887678,,max,YJR031C_idr_13,3.3598835,
min,YJR031C_idr_3,-3.209523801,,max,YJR031C_idr_3,1.852521399,
min,YJR031C_idr_8,-3.343693415,,max,YJR031C_idr_8,5.428267225,
min,YJR033C_idr_2,-6.410684682,,max,YJR033C_idr_2,1.945824165,
min,YJR033C_idr_4,-6.196692623,,max,YJR033C_idr_4,2.224576026,
min,YJR035W_idr_10,-10.91445119,,max,YJR035W_idr_10,3.113295557,
min,YJR035W_idr_2,-6.523070511,,max,YJR035W_idr_2,3.91807676,
min,YJR035W_idr_4,-7.030525069,,max,YJR035W_idr_4,1.900241624,
min,YJR035W_idr_8,-6.394201135,,max,YJR035W_idr_8,2.559552834,
min,YJR035W_idr_9,-7.281661098,,max,YJR035W_idr_9,1.723421063,
min,YJR036C_idr_1,-8.286466766,,max,YJR036C_idr_1,2.732420319,
min,YJR042W_idr_1,-3.388701078,,max,YJR042W_idr_1,2.047454177,
min,YJR043C_idr_2,-6.270107813,,max,YJR043C_idr_2,4.28954075,
min,YJR043C_idr_8,-8.950550824,,max,YJR043C_idr_8,2.139075956,
min,YJR046W_idr_3,-8.630401201,,max,YJR046W_idr_3,2.260972738,
min,YJR049C_idr_1,-1.241724147,,max,YJR049C_idr_1,7.126918302,
min,YJR049C_idr_3,-2.701623782,,max,YJR049C_idr_3,2.978453429,
min,YJR051W_idr_1,-8.029986189,,max,YJR051W_idr_1,9.885537874,
min,YJR052W_idr_3,-11.94539049,,max,YJR052W_idr_3,4.600631247,
min,YJR053W_idr_11,-2.061070618,,max,YJR053W_idr_11,3.287282998,
min,YJR053W_idr_2,-10.57940631,,max,YJR053W_idr_2,2.012901628,
min,YJR053W_idr_5,-2.920100089,,max,YJR053W_idr_5,1.662431479,
min,YJR053W_idr_6,-3.743564782,,max,YJR053W_idr_6,3.232621824,
min,YJR054W_idr_7,-2.728071213,,max,YJR054W_idr_7,3.902709997,
min,YJR056C_idr_2,-3.330107481,,max,YJR056C_idr_2,3.634009703,
min,YJR056C_idr_6,-4.534207209,,max,YJR056C_idr_6,3.352347393,
min,YJR059W_idr_1,-7.575939369,,max,YJR059W_idr_1,3.884120446,
min,YJR059W_idr_8,-3.408003971,,max,YJR059W_idr_8,3.742170891,
min,YJR060W_idr_3,-10.03085913,,max,YJR060W_idr_3,5.791885495,
min,YJR061W_idr_1,-6.255654667,,max,YJR061W_idr_1,4.310508193,
min,YJR065C_idr_2,-5.247943154,,max,YJR065C_idr_2,4.118623482,
min,YJR066W_idr_1,-7.117897849,,max,YJR066W_idr_1,10.131505,
min,YJR066W_idr_13,-5.094341085,,max,YJR066W_idr_13,2.120373457,
min,YJR066W_idr_24,-5.634659101,,max,YJR066W_idr_24,7.926678022,
min,YJR066W_idr_6,-4.267598902,,max,YJR066W_idr_6,2.774176557,
min,YJR072C_idr_2,-4.030661935,,max,YJR072C_idr_2,1.901330362,
min,YJR075W_idr_1,-8.378642719,,max,YJR075W_idr_1,2.017893059,
min,YJR076C_idr_3,-5.221539883,,max,YJR076C_idr_3,3.609828284,
min,YJR078W_idr_2,-5.698394046,,max,YJR078W_idr_2,1.580379652,
min,YJR080C_idr_1,-7.404988728,,max,YJR080C_idr_1,3.724558429,
min,YJR080C_idr_3,-4.86299776,,max,YJR080C_idr_3,3.437778514,
min,YJR083C_idr_5,-1.814836969,,max,YJR083C_idr_5,3.032792272,
min,YJR089W_idr_12,-2.672818552,,max,YJR089W_idr_12,6.11694985,
min,YJR089W_idr_13,-3.291966508,,max,YJR089W_idr_13,3.314151072,
min,YJR089W_idr_9,-3.632698084,,max,YJR089W_idr_9,1.426757972,
min,YJR090C_idr_2,-4.779701866,,max,YJR090C_idr_2,3.867754336,
min,YJR090C_idr_3,-2.578746582,,max,YJR090C_idr_3,3.358337457,
min,YJR090C_idr_4,-6.95615929,,max,YJR090C_idr_4,3.59103129,
min,YJR090C_idr_5,-4.563446931,,max,YJR090C_idr_5,2.468175764,
min,YJR091C_idr_2,-8.619942647,,max,YJR091C_idr_2,8.453764972,
min,YJR091C_idr_4,-7.763411175,,max,YJR091C_idr_4,7.296484878,
min,YJR091C_idr_9,-7.905757379,,max,YJR091C_idr_9,4.866304742,
min,YJR092W_idr_1,-2.7022448,,max,YJR092W_idr_1,2.259479366,
min,YJR092W_idr_2,-2.148834974,,max,YJR092W_idr_2,7.055647703,
min,YJR092W_idr_3,-5.18923348,,max,YJR092W_idr_3,5.576767682,
min,YJR093C_idr_1,-4.725879146,,max,YJR093C_idr_1,4.355416028,
min,YJR093C_idr_3,-4.629946919,,max,YJR093C_idr_3,7.437418045,
min,YJR098C_idr_1,-4.862210986,,max,YJR098C_idr_1,2.626079805,
min,YJR098C_idr_3,-1.693229725,,max,YJR098C_idr_3,4.476170449,
min,YJR098C_idr_8,-2.406020402,,max,YJR098C_idr_8,2.979254538,
min,YJR100C_idr_1,-6.135829252,,max,YJR100C_idr_1,5.480613837,
min,YJR106W_idr_4,-9.604119455,,max,YJR106W_idr_4,1.63159129,
min,YJR106W_idr_6,-6.267909317,,max,YJR106W_idr_6,5.13324084,
min,YJR110W_idr_3,-2.048596294,,max,YJR110W_idr_3,3.805272654,
min,YJR110W_idr_7,-2.329119803,,max,YJR110W_idr_7,2.303769725,
min,YJR121W_idr_1,-6.12188358,,max,YJR121W_idr_1,3.970127646,
min,YJR122W_idr_1,-7.34256565,,max,YJR122W_idr_1,5.188932761,
min,YJR122W_idr_3,-8.66188445,,max,YJR122W_idr_3,3.356246165,
min,YJR124C_idr_6,-9.046254687,,max,YJR124C_idr_6,3.62215284,
min,YJR125C_idr_3,-5.310428662,,max,YJR125C_idr_3,3.509584885,
min,YJR126C_idr_1,-7.426227952,,max,YJR126C_idr_1,2.515082079,
min,YJR127C_idr_10,-3.183181197,,max,YJR127C_idr_10,3.133590234,
min,YJR127C_idr_17,-2.911658177,,max,YJR127C_idr_17,3.295971967,
min,YJR127C_idr_7,-3.835904524,,max,YJR127C_idr_7,8.340129193,
min,YJR127C_idr_8,-2.452939254,,max,YJR127C_idr_8,5.364677316,
min,YJR132W_idr_5,-5.745618578,,max,YJR132W_idr_5,2.285083614,
min,YJR134C_idr_6,-7.235967104,,max,YJR134C_idr_6,2.089270211,
min,YJR134C_idr_8,-3.840953957,,max,YJR134C_idr_8,1.906928097,
min,YJR137C_idr_1,-1.996839717,,max,YJR137C_idr_1,7.138131442,
min,YJR137C_idr_6,-27.37555744,,max,YJR137C_idr_6,1.611356524,
min,YJR138W_idr_1,-2.859776449,,max,YJR138W_idr_1,3.608451332,
min,YJR138W_idr_2,-3.447876605,,max,YJR138W_idr_2,3.185920479,
min,YJR138W_idr_6,-7.7315288,,max,YJR138W_idr_6,3.665761034,
min,YJR138W_idr_7,-5.864008901,,max,YJR138W_idr_7,1.952852039,2704-2803
min,YJR140C_idr_20,-10.73753605,,max,YJR140C_idr_20,5.073390318,
min,YJR140C_idr_25,-7.347442508,,max,YJR140C_idr_25,1.295257145,
min,YJR140C_idr_27,-2.195794847,,max,YJR140C_idr_27,2.203353058,
min,YJR143C_idr_1,-7.604711524,,max,YJR143C_idr_1,4.474360815,
min,YJR144W_idr_1,-3.397025185,,max,YJR144W_idr_1,5.312513027,
min,YJR147W_idr_2,-3.556270772,,max,YJR147W_idr_2,3.098560535,
min,YJR152W_idr_1,-5.439573169,,max,YJR152W_idr_1,2.876655414,
min,YKL002W_idr_3,-6.846875677,,max,YKL002W_idr_3,2.944149468,
min,YKL004W_idr_4,-4.937619949,,max,YKL004W_idr_4,2.819502254,
min,YKL005C_idr_1,-8.31103154,,max,YKL005C_idr_1,2.380432848,
min,YKL005C_idr_2,-3.327464823,,max,YKL005C_idr_2,2.431328288,
min,YKL005C_idr_5,-6.438049325,,max,YKL005C_idr_5,3.043802209,
min,YKL008C_idr_1,-1.853095596,,max,YKL008C_idr_1,2.761422586,
min,YKL008C_idr_2,-3.889100568,,max,YKL008C_idr_2,2.948409355,
min,YKL010C_idr_1,-9.160813103,,max,YKL010C_idr_1,11.53837649,
min,YKL010C_idr_11,-1.684589631,,max,YKL010C_idr_11,3.252312169,
min,YKL010C_idr_2,-3.310155732,,max,YKL010C_idr_2,1.306056725,
min,YKL010C_idr_3,-1.919091885,,max,YKL010C_idr_3,7.780526091,
min,YKL010C_idr_9,-8.388095623,,max,YKL010C_idr_9,2.949546892,
min,YKL012W_idr_1,-3.51634147,,max,YKL012W_idr_1,2.720874301,
min,YKL014C_idr_3,-4.629734896,,max,YKL014C_idr_3,6.510936843,
min,YKL014C_idr_30,-6.400952893,,max,YKL014C_idr_30,2.115586765,
min,YKL015W_idr_3,-6.954061605,,max,YKL015W_idr_3,2.527807441,
min,YKL015W_idr_6,-3.236398622,,max,YKL015W_idr_6,1.882305655,
min,YKL020C_idr_1,-8.641098794,,max,YKL020C_idr_1,9.354505932,
min,YKL020C_idr_11,-5.304981892,,max,YKL020C_idr_11,15.85243389,
min,YKL020C_idr_12,-9.466341654,,max,YKL020C_idr_12,3.477797507,
min,YKL020C_idr_9,-4.155909639,,max,YKL020C_idr_9,9.148162444,
min,YKL022C_idr_1,-6.553043398,,max,YKL022C_idr_1,4.98037157,
min,YKL023W_idr_4,-10.40324085,,max,YKL023W_idr_4,3.852496502,
min,YKL025C_idr_2,-5.615666116,,max,YKL025C_idr_2,4.767431318,
min,YKL027W_idr_1,-7.117923656,,max,YKL027W_idr_1,2.518576664,
min,YKL028W_idr_2,-5.051662367,,max,YKL028W_idr_2,1.797371839,
min,YKL028W_idr_4,-4.871976731,,max,YKL028W_idr_4,7.008580735,
min,YKL028W_idr_5,-7.410010255,,max,YKL028W_idr_5,5.43700814,
min,YKL029C_idr_1,-2.17536706,,max,YKL029C_idr_1,3.261432367,
min,YKL032C_idr_10,-4.709130047,,max,YKL032C_idr_10,4.837738894,
min,YKL032C_idr_13,-5.585012778,,max,YKL032C_idr_13,6.767360486,
min,YKL032C_idr_5,-3.381310998,,max,YKL032C_idr_5,3.149621655,
min,YKL033W_idr_13,-8.643699853,,max,YKL033W_idr_13,2.053928255,
min,YKL033W_idr_5,-3.990507434,,max,YKL033W_idr_5,9.273373217,
min,YKL038W_idr_1,-2.110976441,,max,YKL038W_idr_1,3.468181327,
min,YKL038W_idr_2,-2.589507887,,max,YKL038W_idr_2,3.94527201,
min,YKL038W_idr_6,-9.871306484,,max,YKL038W_idr_6,4.31031607,
min,YKL038W_idr_7,-7.520514564,,max,YKL038W_idr_7,3.632754891,
min,YKL038W_idr_8,-2.583357983,,max,YKL038W_idr_8,3.795028915,
min,YKL039W_idr_4,-3.209470428,,max,YKL039W_idr_4,9.893139525,
min,YKL042W_idr_4,-5.295904139,,max,YKL042W_idr_4,3.031337084,
min,YKL043W_idr_3,-4.425278643,,max,YKL043W_idr_3,7.826941316,
min,YKL043W_idr_4,-2.200231572,,max,YKL043W_idr_4,11.39208183,
min,YKL045W_idr_1,-5.342228329,,max,YKL045W_idr_1,2.538873467,
min,YKL048C_idr_1,-2.873351893,,max,YKL048C_idr_1,3.158100247,
min,YKL048C_idr_6,-3.545824764,,max,YKL048C_idr_6,5.539643797,
min,YKL049C_idr_2,-3.377603332,,max,YKL049C_idr_2,3.41920165,
min,YKL050C_idr_1,-3.718063499,,max,YKL050C_idr_1,5.583853863,
min,YKL050C_idr_11,-3.570587349,,max,YKL050C_idr_11,4.107996961,
min,YKL050C_idr_14,-3.530425383,,max,YKL050C_idr_14,1.946351818,
min,YKL050C_idr_15,-3.725190562,,max,YKL050C_idr_15,5.051961691,
min,YKL050C_idr_19,-6.536539155,,max,YKL050C_idr_19,3.613409958,
min,YKL050C_idr_21,-19.82225098,,max,YKL050C_idr_21,3.080068283,
min,YKL050C_idr_9,-1.693216355,,max,YKL050C_idr_9,3.41002158,
min,YKL051W_idr_2,-3.743753787,,max,YKL051W_idr_2,1.547410766,
min,YKL052C_idr_2,-3.04384348,,max,YKL052C_idr_2,3.900652761,
min,YKL054C_idr_2,-6.351331367,,max,YKL054C_idr_2,6.651686086,
min,YKL057C_idr_2,-4.376470071,,max,YKL057C_idr_2,2.282317111,
min,YKL059C_idr_2,-4.419821369,,max,YKL059C_idr_2,5.669435898,
min,YKL059C_idr_9,-6.063228813,,max,YKL059C_idr_9,3.735849857,
min,YKL062W_idr_3,-1.039845227,,max,YKL062W_idr_3,7.114099381,
min,YKL062W_idr_4,-2.464952431,,max,YKL062W_idr_4,4.191315836,
min,YKL064W_idr_1,-2.375957753,,max,YKL064W_idr_1,5.980697645,
min,YKL064W_idr_3,-2.379182336,,max,YKL064W_idr_3,1.967486062,
min,YKL064W_idr_4,-3.211614479,,max,YKL064W_idr_4,3.682563843,
min,YKL064W_idr_5,-5.061811296,,max,YKL064W_idr_5,5.101225037,
min,YKL068W_idr_1,-13.38437871,,max,YKL068W_idr_1,10.68363282,
min,YKL072W_idr_5,-2.479317623,,max,YKL072W_idr_5,2.378349785,
min,YKL073W_idr_6,-7.342231102,,max,YKL073W_idr_6,2.524767195,
min,YKL073W_idr_7,-3.808179562,,max,YKL073W_idr_7,5.000167424,
min,YKL074C_idr_1,-9.565215879,,max,YKL074C_idr_1,5.910349341,
min,YKL074C_idr_2,-3.580592185,,max,YKL074C_idr_2,4.633840272,
min,YKL075C_idr_4,-1.684191863,,max,YKL075C_idr_4,5.561104327,
min,YKL078W_idr_1,-3.387265419,,max,YKL078W_idr_1,1.785955827,
min,YKL079W_idr_3,-2.306289513,,max,YKL079W_idr_3,2.853567319,
min,YKL079W_idr_4,-3.693945033,,max,YKL079W_idr_4,3.959536751,
min,YKL081W_idr_2,-13.18003604,,max,YKL081W_idr_2,2.891401234,
min,YKL082C_idr_12,-3.458883121,,max,YKL082C_idr_12,2.255201869,
min,YKL082C_idr_5,-27.28975787,,max,YKL082C_idr_5,1.449683026,
min,YKL082C_idr_9,-7.806009165,,max,YKL082C_idr_9,4.501943149,
min,YKL087C_idr_2,-2.087906467,,max,YKL087C_idr_2,3.601730723,
min,YKL088W_idr_10,-5.15168922,,max,YKL088W_idr_10,3.917809472,
min,YKL089W_idr_4,-4.574611684,,max,YKL089W_idr_4,5.148996764,
min,YKL089W_idr_5,-3.654635978,,max,YKL089W_idr_5,1.905812179,
min,YKL090W_idr_9,-4.666767583,,max,YKL090W_idr_9,2.536508443,
min,YKL092C_idr_3,-6.215031259,,max,YKL092C_idr_3,1.209471584,
min,YKL092C_idr_9,-10.8808117,,max,YKL092C_idr_9,5.430133423,
min,YKL093W_idr_2,-3.476203096,,max,YKL093W_idr_2,2.674127514,
min,YKL095W_idr_6,-3.356922647,,max,YKL095W_idr_6,4.084072736,
min,YKL096W_idr_2,-1.458005831,,max,YKL096W_idr_2,10.9268178,
min,YKL100C_idr_3,-3.862563592,,max,YKL100C_idr_3,1.940403881,
min,YKL100C_idr_5,-3.323004096,,max,YKL100C_idr_5,6.103116189,
min,YKL101W_idr_1,-3.332061966,,max,YKL101W_idr_1,3.685628709,2804-2903
min,YKL101W_idr_2,-1.759904598,,max,YKL101W_idr_2,2.568648139,
min,YKL101W_idr_3,-3.304824979,,max,YKL101W_idr_3,3.513773807,
min,YKL101W_idr_4,-4.995456692,,max,YKL101W_idr_4,4.685517886,
min,YKL103C_idr_1,-3.390572118,,max,YKL103C_idr_1,3.452775235,
min,YKL105C_idr_1,-6.600404235,,max,YKL105C_idr_1,5.885714064,
min,YKL105C_idr_3,-2.166801254,,max,YKL105C_idr_3,4.00397039,
min,YKL105C_idr_6,-2.478920275,,max,YKL105C_idr_6,5.616344399,
min,YKL108W_idr_2,-2.007597074,,max,YKL108W_idr_2,2.441415541,
min,YKL108W_idr_4,-4.16415984,,max,YKL108W_idr_4,2.472593209,
min,YKL109W_idr_10,-4.301209682,,max,YKL109W_idr_10,3.845875627,
min,YKL112W_idr_10,-3.296680926,,max,YKL112W_idr_10,6.554166101,
min,YKL112W_idr_12,-4.87432984,,max,YKL112W_idr_12,4.083993956,
min,YKL112W_idr_14,-4.071060919,,max,YKL112W_idr_14,6.974161324,
min,YKL112W_idr_9,-4.34995016,,max,YKL112W_idr_9,2.308638214,
min,YKL113C_idr_1,-5.468501896,,max,YKL113C_idr_1,2.044106587,
min,YKL114C_idr_2,-7.524289432,,max,YKL114C_idr_2,1.973438921,
min,YKL116C_idr_1,-2.859514093,,max,YKL116C_idr_1,6.093562038,
min,YKL117W_idr_3,-5.669685014,,max,YKL117W_idr_3,6.65430002,
min,YKL121W_idr_1,-3.899973743,,max,YKL121W_idr_1,3.108936366,
min,YKL121W_idr_9,-3.688430401,,max,YKL121W_idr_9,6.73163114,
min,YKL122C_idr_3,-3.812686515,,max,YKL122C_idr_3,2.269517831,
min,YKL124W_idr_7,-5.911738486,,max,YKL124W_idr_7,3.677028285,
min,YKL125W_idr_1,-3.810440141,,max,YKL125W_idr_1,3.364857014,
min,YKL125W_idr_2,-5.191110302,,max,YKL125W_idr_2,4.711808619,
min,YKL126W_idr_1,-3.683594365,,max,YKL126W_idr_1,7.68454617,
min,YKL126W_idr_2,-4.761262525,,max,YKL126W_idr_2,4.305939868,
min,YKL126W_idr_4,-9.040408546,,max,YKL126W_idr_4,2.017177259,
min,YKL129C_idr_8,-3.937188049,,max,YKL129C_idr_8,6.733280894,
min,YKL129C_idr_9,-8.300438444,,max,YKL129C_idr_9,3.805371783,
min,YKL134C_idr_1,-9.980323846,,max,YKL134C_idr_1,2.679998746,
min,YKL135C_idr_2,-6.525536031,,max,YKL135C_idr_2,2.927839582,
min,YKL139W_idr_1,-8.633344071,,max,YKL139W_idr_1,5.470875085,
min,YKL140W_idr_2,-2.761730916,,max,YKL140W_idr_2,2.805037784,
min,YKL140W_idr_5,-5.929454949,,max,YKL140W_idr_5,1.936105429,
min,YKL141W_idr_1,-12.91147974,,max,YKL141W_idr_1,3.47355687,
min,YKL143W_idr_3,-5.304700376,,max,YKL143W_idr_3,1.830369403,
min,YKL143W_idr_4,-4.458186033,,max,YKL143W_idr_4,1.669523883,
min,YKL143W_idr_5,-4.154162667,,max,YKL143W_idr_5,2.310713926,
min,YKL143W_idr_7,-6.235685458,,max,YKL143W_idr_7,1.837394371,
min,YKL146W_idr_1,-2.645781573,,max,YKL146W_idr_1,6.513554841,
min,YKL146W_idr_2,-3.911951241,,max,YKL146W_idr_2,4.071708642,
min,YKL146W_idr_6,-2.596116818,,max,YKL146W_idr_6,6.086324676,
min,YKL148C_idr_1,-9.349298494,,max,YKL148C_idr_1,3.496002822,
min,YKL149C_idr_2,-10.4073168,,max,YKL149C_idr_2,5.114508839,
min,YKL154W_idr_1,-6.674744563,,max,YKL154W_idr_1,2.920579383,
min,YKL155C_idr_5,-9.853388101,,max,YKL155C_idr_5,4.059405441,
min,YKL160W_idr_2,-2.416935322,,max,YKL160W_idr_2,2.723287571,
min,YKL161C_idr_2,-11.05036714,,max,YKL161C_idr_2,9.172048873,
min,YKL163W_idr_2,-2.438681535,,max,YKL163W_idr_2,5.319732509,
min,YKL163W_idr_4,-1.46333035,,max,YKL163W_idr_4,5.107510182,
min,YKL164C_idr_2,-2.335623896,,max,YKL164C_idr_2,3.709797364,
min,YKL164C_idr_9,-7.138248925,,max,YKL164C_idr_9,4.913721636,
min,YKL166C_idr_1,-2.79844178,,max,YKL166C_idr_1,6.168510874,
min,YKL168C_idr_1,-10.28640918,,max,YKL168C_idr_1,9.902286062,
min,YKL168C_idr_4,-4.840154524,,max,YKL168C_idr_4,2.266460866,
min,YKL171W_idr_1,-1.141530542,,max,YKL171W_idr_1,3.825399402,
min,YKL171W_idr_3,-4.475305944,,max,YKL171W_idr_3,2.781669303,
min,YKL171W_idr_5,-9.504206568,,max,YKL171W_idr_5,2.943018845,
min,YKL172W_idr_2,-4.698055175,,max,YKL172W_idr_2,3.53059456,
min,YKL172W_idr_4,-9.279233514,,max,YKL172W_idr_4,1.812224392,
min,YKL173W_idr_1,-5.857330174,,max,YKL173W_idr_1,9.696255258,
min,YKL174C_idr_1,-3.365580105,,max,YKL174C_idr_1,3.85232448,
